#Stage_Name	Stage_Family	Stage_Manufacturer	Stage_Alt_Name	Length	Length_Flag	Diameter	Diameter_Flag	Launch_Mass	Launch_Mass_Flag	Dry_Mass	Dry_Mass_Flag	Thrust	Thrust_Flag	ThrustSL	ThrustSL_Flag	Duration	Engine	NEng	Class
# Updated 2026 Sep 18 0729:50
Hatf I	Stromboli           	SUPA	-	  3.0	 	 0.56	 	   0.9	 	     246	 	      75.0	 	-	 	  16.0 	Stromboli	 1	R
Aigle	Stromboli           	ONERA	-	  3.0	 	 0.56	 	   0.9	 	     246	 	      75.0	 	-	 	  16.0 	SEPR 737	 1	R
Vesuve	Stromboli           	ONERA	-	  3.5	 	 0.56	 	   0.8	?	     250	?	     200.0	?	-	 	   5.0 	SEPR 734-1	 1	B
Tacite	Stromboli           	ONERA	-	  4.7	 	 0.56	 	   1.7	 	     455	 	     170.0	?	-	 	  20.0 	SEPR 739-2	 1	R
BER	Stromboli           	ONERA	-	  4.7	 	 0.56	 	   1.9	 	     700	 	     170.0	 	-	 	  20.0 	SEPR 739	 1	R
Berenice St2	Stromboli           	ONERA	-	  3.8	 	 0.56	 	   1.1	 	     372	 	     170.0	?	-	 	  20.0 	SEPR 740	 1	S
NSPO Booster	NSPOB               	NSPO	-	  2.4	 	 0.55	?	   1.0	?	-	 	-	 	-	 	   6.0 	NSPO Booster	 1	B
Veronique	Veronique           	LRBA	-	  7.3	 	 0.55	 	   1.3	 	     278	 	      40.0	 	-	 	  45.0 	Veronique	 1	R
Veronique AGI	Veronique           	LRBA	Veronique	  7.3	 	 0.55	 	   1.3	 	     278	 	      40.0	 	-	 	  49.0 	Veronique AGI	 1	R
Veronique 61	Veronique           	LRBA	Veronique	  9.5	 	 0.55	 	   1.9	 	-	 	      60.0	 	-	 	  54.0 	Veronique 61	 1	R
Veronique 61M	Veronique           	LRBA	Veronique	 11.7	 	 0.55	 	   2.0	 	-	 	      60.0	 	-	 	  56.0 	Veronique 61	 1	R
Veronique R	Veronique           	LRBA	-	  5.8	 	 0.55	 	   0.5	 	     385	 	      40.0	 	-	 	   6.5 	Veronique	 1	B
Veronique P2	Veronique           	LRBA	-	  6.0	?	 0.55	 	   0.5	 	-	 	      10.0	?	-	 	-	Vero P2	 1	B
Veronique P6	Veronique           	LRBA	-	  6.0	?	 0.55	 	   0.5	?	-	 	      20.0	 	-	 	-	Vero P6	 1	B
V-1000	V-1000              	SKB30	-	  8.0	?	 0.55	?	-	 	-	 	     103.0	 	-	 	-	S2.726	 1	M
Luna-M	Luna                	MIT	-	  9.4	 	 0.54	 	   2.3	 	-	 	-	 	-	 	-	9M21	 1	M
ASAS XL	SM3.TSRM            	THKE	-	  0.9	 	 0.53	 	   0.1	?	-	 	       7.0	 	-	 	  15.0 	Mk 136	 1	S
Mk 72	Mk72                	UTC	-	  1.7	 	 0.53	 	   0.7	 	     243	 	-	 	-	 	-	Mk 72	 1	B
SM-3-II-2	SM-3-II             	MHI	-	  2.5	?	 0.53	 	-	 	-	 	-	 	-	 	-	SM-3-II-2	 1	M
SM-3-II-3	SM-3-II             	MHI	-	  1.0	?	 0.53	 	-	 	-	 	-	 	-	 	-	SM-3-II-3	 1	M
Black Sparrow	BlackSparrow        	IAI	-	  4.8	 	 0.53	 	   1.2	 	-	 	-	 	-	 	-	Black Sparrow	 1	M
Blue Sparrow	BlackSparrow        	IAI	-	  4.8	 	 0.53	 	   1.2	 	-	 	-	 	-	 	-	Black Sparrow	 1	M
Silver Sparrow	BlackSparrow        	IAI	-	  7.0	?	 0.53	 	   2.5	?	-	 	-	 	-	 	-	Black Sparrow	 1	M
Hades	Hades               	AELM	-	  5.0	?	 0.53	 	   1.8	?	-	 	-	 	-	 	-	Acheron	 1	M
GLCM	GLCM                	UNK	-	  6.4	 	 0.53	 	   1.8	 	-	 	-	 	-	 	-	-	 0	C
S-520	S-520               	ISAS	S520	  5.9	 	 0.52	 	   2.3	 	     400	?	     143.1	 	-	 	  28.7 	S-520	 1	R
SS-520 St 2	S-520               	ISAS	-	  1.7	 	 0.52	 	   0.4	 	     111	 	-	 	-	 	-	SS-520	 1	S
Cedre St1	Cedre               	LRS	-	  2.3	 	 0.52	 	   1.0	?	-	 	     138.0	 	-	 	-	Cedre St1	 1	R
Alcor	Alcor               	AJSP	-	  1.9	 	 0.52	 	   0.5	 	     200	 	      36.0	 	-	 	  30.0 	30KS8000	 1	S
Alcor IA	Alcor               	AJSP	-	  1.9	 	 0.52	 	   0.5	 	     200	?	      49.0	 	-	 	  23.0 	23KS11000	 1	S
Alcor IB	Alcor               	AJSP	-	  1.9	 	 0.52	 	   0.5	 	      88	 	      42.0	 	-	 	  26.0 	Alcor IB	 1	S
Cygnus 20	20SM                	THKE/PARD	-	  0.7	 	 0.51	 	   0.1	 	      10	 	      30.0	 	-	 	   8.5 	Cygnus 20	 1	S
SARGE	STIG-B              	EXOSA	-	 11.0	 	 0.51	 	   1.0	 	     363	 	      24.1	 	-	 	  60.0 	SARGE	 1	R
STIG-B	STIG-B              	ARMAD	-	 10.0	 	 0.51	 	   0.7	 	-	 	      22.5	?	-	 	  50.0 	STIG-B	 1	R
OS-M1 Stage 4	OS-M1-4             	LYK	-	  1.0	 	 0.50	?	   1.0	?	-	 	-	 	-	 	-	OS-M St 4	 1	M
Star 20	Star20              	THKE	-	  1.5	 	 0.50	 	   0.3	 	      26	 	      26.5	 	-	 	  27.5 	Star 20	 1	U
MSD	Star20              	NRL	-	  1.5	 	 0.50	 	   0.3	 	      26	 	      26.5	 	-	 	  27.5 	Star 20	 1	U
FW4D	FW4                 	UTC	-	  1.5	 	 0.50	 	   0.3	 	      25	 	      25.0	 	-	 	  30.5 	FW4	 1	U
FW4S	FW4                 	UTC	-	  1.5	 	 0.50	 	   0.3	 	      32	 	      25.0	 	-	 	  30.5 	FW4	 1	U
Saman-1	Saman-1             	IR	-	  1.0	?	 0.50	?	   0.5	 	     300	?	      21.0	 	-	 	  28.0 	Saman-1	 1	S
V-750	V-750               	FAKEL	-	  8.1	 	 0.50	 	   2.0	?	-	 	      13.8	 	-	 	  25.0 	S2.711	 1	M
ZUR-215	V-750               	NPOL	-	  8.1	 	 0.50	 	   2.0	?	-	 	      13.8	 	-	 	  25.0 	S2.711	 1	M
Al Samoud	V-750               	IQMIC	-	  6.0	?	 0.50	 	   2.0	?	     360	 	      13.8	?	-	 	  52.0 	S2.711	 1	M
48N6	48N6                	FAKEL	-	  7.5	 	 0.50	 	   1.8	 	-	 	-	 	-	 	-	48N6	 1	M
Al Fatah	Fatah               	FATAH	-	  4.6	 	 0.50	 	   1.0	 	     454	 	     130.0	 	-	 	  15.0 	Al Fatah	 1	M
SEBIT	SEBIT	INNOSP	-	  5.0	?	 0.50	?	-	 	-	 	      30.0	 	-	 	  38.0 	SEBIT	 1	S
L500	L500                	ISAS	-	  2.5	 	 0.50	 	   0.8	 	-	 	      69.0	 	-	 	  27.0 	L500	 1	S
TT-500	JCR                 	NASDA	-	  7.0	?	 0.50	 	   1.3	 	     300	?	     116.0	 	-	 	-	TT-500	 1	R
TT-500-S2	JCR                 	NASDA	-	  3.0	?	 0.50	?	   0.7	 	     200	?	      61.0	 	-	 	-	TT-500-S2	 1	R
JCR Booster	JCR                 	NISST	-	  5.0	?	 0.51	 	   0.7	?	-	 	     133.0	 	-	 	-	JCR	 1	R
JCR	JCR                 	NISST	-	  5.0	?	 0.51	 	   0.7	?	-	 	      54.0	 	-	 	-	JCR-S2	 1	R
Upstage	HIBEX               	BOC	-	  1.0	?	 0.50	?	   0.2	?	-	 	-	 	-	 	-	Upstage	 1	A
Momo	Momo                	IST	-	  6.2	?	 0.50	 	   1.0	?	-	 	      12.0	 	-	 	-	Momo	 1	R
Momo 6	Momo                	IST	-	  7.2	?	 0.50	 	   1.1	?	-	 	      14.0	 	-	 	-	Momo 6	 1	R
IAI Arrow St2	IAI.Arrow.St2       	IAI	Arrow St2	  2.5	?	 0.50	?	   0.5	?	-	 	-	 	-	 	-	IAI-Arrow-2-2	 1	S
Abid St3	Abid.St3            	IQ	-	  1.0	?	 0.50	?	-	 	-	 	-	 	-	 	-	Abid St3	 1	S
NOTS 401A	NOTS400             	NOTS	-	  0.8	?	 0.50	?	-	 	-	 	-	 	-	 	   7.2 	NOTS 401A	 1	B
Zeus A	Zeus-A              	GCR	-	  7.0	?	 0.50	?	   2.0	?	-	 	-	 	-	 	-	Zeus A	 1	A
E-8-5 VA	E8                  	NPOL	-	  2.3	 	 0.50	?	   0.4	 	-	 	-	 	-	 	-	E-8-5 VA	 1	O
K-15 Booster	K-15                	DRDO	-	  2.0	?	 0.50	?	   1.0	?	-	 	-	 	-	 	-	K-15 Booster	 1	B
K-15 Stage 2	K-15                	DRDO	-	  5.0	?	 0.50	?	   2.0	?	-	 	-	 	-	 	-	K-15 Stage 2	 1	S
NOTS 505	NOTS505             	NOTS	-	  0.5	?	 0.50	?	-	 	-	 	      18.0	 	-	 	  33.5 	NOTS 500	 1	R
L480S	L480S               	ISAS	-	  0.5	 	 0.48	 	   0.1	 	      15	 	       7.8	 	-	 	  31.5 	L480S	 1	U
Long Tom	LongTom             	WRE	-	  3.1	 	 0.47	 	   0.6	 	-	 	     190.0	 	-	 	   3.6 	Mayfly	 4	B
Private A Booster	PrivateBooster      	JPL	-	  1.0	 	 0.47	 	   0.1	 	-	 	      98.0	 	-	 	   0.2 	T-22	 4	B
Lark	Lark                	FAIRA	-	  4.2	 	 0.46	 	   0.5	 	-	 	       2.8	 	-	 	 260.0 	LR2-RM-6	 1	C
X-241	X-241               	ABL	ABL X241	  1.5	 	 0.46	 	   0.2	 	      25	 	      12.1	 	-	 	  36.0 	X-241	 1	S
RTV-A-3	RTV                 	NAA	-	  2.5	 	 0.46	 	   0.6	 	     280	 	      12.0	 	-	 	-	NATIV	 1	L
Terrier 12-0	Terrier             	CONVPO	-	  3.9	 	 0.46	 	   0.8	 	     322	 	     257.5	 	-	 	   4.4 	Terrier Mk12 Mod 0	 1	B
Terrier	Terrier             	HERCR?	ABL X256	  3.9	 	 0.46	 	   0.9	 	     322	 	     257.5	 	-	 	   4.4 	X-256	 1	B
Terrier Mk 12	Terrier             	HERCR?	-	  3.9	 	 0.46	 	   0.9	 	     322	 	     257.5	 	-	 	   4.4 	Terrier Mk12 Mod 1	 1	B
Terrier Mk 70	Terrier             	THKX	-	  3.9	 	 0.46	 	   1.0	 	     290	 	-	 	-	 	   6.2 	TX-664-4	 1	B
T48	T48                 	MARTB	-	  4.0	 	 0.46	 	   1.0	 	-	 	     193.0	?	-	 	   3.4 	T48	 1	B
X-248	Altair              	ABL	-	  1.8	 	 0.46	 	   0.3	 	      24	 	      13.4	 	-	 	  38.6 	X-248	 1	U
Altair	Altair              	ABL	-	  1.8	 	 0.46	 	   0.3	 	      24	 	      13.0	 	-	 	  39.0 	X-248A10	 1	U
Altair 2	Altair              	ABL	-	  1.5	 	 0.46	 	   0.3	 	      33	 	      27.2	 	-	 	  28.0 	X-258	 1	U
MG-18	Altair              	LPC	M-2	  1.5	?	 0.46	?	   0.3	?	-	 	-	 	-	 	-	MG-18	 1	U
GCR 33KS2800	GCR                 	GCR	-	  1.4	 	 0.46	?	   0.2	 	      30	 	      12.5	 	-	 	  33.0 	33KS2800	 1	U
SRAM	SRAM                	BOUT	-	  4.3	 	 0.46	 	   1.0	 	-	 	-	 	-	 	-	LPC-415	 1	A
ASAT	SRAM                	BOUT	-	  4.3	?	 0.46	 	   1.0	?	-	 	-	 	-	 	-	LPC-415	 1	M
MR-12	MR-12               	TAIFUN	-	  8.8	 	 0.45	 	   1.0	?	-	 	-	 	-	 	-	MR-12	 1	R
MR-20	MR-12               	TAIFUN	-	  8.8	 	 0.45	 	   1.0	?	-	 	-	 	-	 	-	MR-20	 1	R
M-250	MR-12               	TAIFUN	-	  8.8	 	 0.45	 	   1.0	?	-	 	-	 	-	 	-	MR-25	 1	R
MR-30	MR-12               	TAIFUN	-	  8.8	?	 0.45	?	   1.0	?	-	 	-	 	-	 	-	MR-30	 1	R
SS-520 St 3	SS-520-4            	ISAS	-	  0.6	?	 0.45	?	   0.1	 	       8	 	-	 	-	 	-	SS-520 S3	 1	S
PERUN	PERUN	SPFOR	-	  9.0	?	 0.45	 	   1.0	 	-	 	      28.0	?	-	 	  39.0 	SF-1000	 1	S
T-7	T-7                 	SIMED	-	  6.0	?	 0.45	 	   1.0	 	-	 	       2.0	 	-	 	-	T-7 LRE	 1	R
T-7 booster	T-7B                	SIMED	-	  1.0	?	 0.45	 	   0.5	?	-	 	       2.0	?	-	 	-	T-7 booster	 1	R
Tianying-3C	Tianying            	CSSAR	-	  5.0	?	 0.45	 	   1.1	 	       0	 	       0.0	 	-	 	-	Tianying 3C	 1	R
Tianying-3F Booster	Tianying            	CSSAR	-	  2.7	 	 0.45	 	   0.5	 	       0	 	       0.0	 	-	 	-	Tianying 3F	 1	R
Peregrine	Peregrine           	MSFC	-	  6.2	 	 0.44	?	   1.2	?	-	 	-	 	-	 	-	Peregrine	 1	S
Black Brant VA	BB5                 	BAL	Black Brant 2A	  5.2	 	 0.44	 	   1.0	?	     150	?	     111.0	 	-	 	  15.0 	15KS25000	 1	R
Black Brant IIB	BB5                 	BAL	Black Brant 2B	  5.2	 	 0.44	 	   1.0	?	     150	?	      89.0	 	-	 	  23.0 	23KS20000	 1	R
Black Brant VB	BB5                 	BAL	Black Brant 5B	  5.3	 	 0.44	 	   1.2	 	     151	 	      89.0	 	-	 	  32.4 	26KS20000	 1	R
Black Brant VC	BB5                 	BAL	Black Brant 5C	  5.3	 	 0.44	 	   1.2	 	     240	 	      68.2	 	-	 	  33.0 	26KS20000	 1	R
Black Brant I	BB5                 	BAL	Black Brant 1	  5.3	 	 0.44	 	   1.1	 	-	 	     110.0	 	-	 	  15.0 	15KS25000	 1	R
Black Brant Mk1	BB5                 	BAL	Black Brant 5C	  5.3	 	 0.44	 	   1.2	 	     240	 	      68.2	 	-	 	  33.0 	BB Mk1	 1	R
Black Brant Mk3	BB5                 	BAL	Black Brant 5C	  5.3	 	 0.44	 	   1.2	 	     240	 	      68.2	 	-	 	  33.0 	BB Mk3	 1	R
Black Brant Mk4	BB5                 	BAL	Black Brant 5C	  5.3	 	 0.44	 	   1.2	 	     240	 	      68.2	 	-	 	  33.0 	BB Mk3	 1	R
Nihka	BB5                 	BAL	-	  2.0	 	 0.44	 	   0.4	 	      79	 	      49.9	 	-	 	  17.8 	17KS12000	 1	S
Raven 1/1A/2A	Raven               	RORD	-	  5.1	 	 0.44	 	   1.0	 	     240	?	      44.5	 	-	 	  30.0 	Raven 1	 1	R
Raven 2	Raven               	RORD	-	  5.1	 	 0.44	 	   1.0	 	     240	?	      44.5	 	-	 	  30.0 	Raven 2	 1	R
Raven 5	Raven               	RORD	-	  5.1	 	 0.44	 	   1.0	 	     240	?	      44.5	 	-	 	  30.0 	Raven 5	 1	R
Raven 7	Raven               	RORD	-	  5.1	 	 0.44	 	   1.0	 	     240	?	      44.5	 	-	 	  30.0 	Raven 7	 1	R
Raven 6	Raven               	RORD	Raven	  5.4	 	 0.44	 	   1.2	 	     242	 	      52.5	 	-	 	  36.0 	Raven 6	 1	R
Raven 8	Raven               	RORD	Raven	  5.4	 	 0.44	 	   1.1	 	     230	 	      50.1	 	-	 	  30.0 	Raven 8	 1	R
Raven 11	Raven               	RORD	Raven	  5.5	 	 0.44	 	   1.3	 	     290	 	     105.0	 	-	 	  39.0 	Raven 11	 1	R
Rook	Raven               	RORD	Rook	  5.4	 	 0.44	 	   1.1	 	     186	 	     300.0	?	-	 	   5.5 	Rook	 1	B
Rook II	Raven               	RORD	Rook	  5.4	 	 0.44	 	   1.2	 	     304	 	     300.0	?	-	 	   7.0 	Rook	 1	B
Rook IIIA	Raven               	RORD	Rook	  5.4	?	 0.44	 	   1.1	 	     186	 	     300.0	?	-	 	   5.5 	Rook	 1	B
Rook IIIB	Raven               	RORD	Rook	  5.4	?	 0.44	 	   1.1	 	     186	 	     300.0	?	-	 	   5.5 	Rook	 1	B
Goldfinch	Raven               	BAJ	-	  2.5	 	 0.44	 	   0.4	 	      94	 	     175.0	 	-	 	   3.5 	Goldfinch IIA	 1	B
Goldfinch II	Raven               	BAJ	Goldfinch	  3.0	?	 0.44	 	   0.4	 	      89	 	-	 	-	 	   3.5 	Goldfinch II	 1	B
Cuckoo IA	Raven               	RORD	-	  1.0	 	 0.44	 	   0.2	 	-	 	      80.0	 	-	 	   4.0 	Cuckoo IA	 1	B
Cuckoo IB	Raven               	RORD	-	  1.2	 	 0.44	 	   0.2	 	      57	 	      80.9	 	-	 	   4.1 	Cuckoo IB	 1	B
Cuckoo II	Raven               	RORD	-	  1.2	 	 0.44	 	   0.2	 	      37	 	      36.5	 	-	 	  10.0 	Cuckoo II	 1	B
Cuckoo 4	Raven               	RORD	-	  1.2	?	 0.44	 	   0.2	?	-	 	-	 	-	 	   4.3 	Cuckoo 4	 1	B
Saluki B	Raven               	IMIS	-	  1.0	?	 0.44	 	   0.6	 	-	 	     195.5	 	-	 	   6.0 	Saluki B	 1	B
Saluki S	Raven               	IMIS	-	  1.0	?	 0.44	 	   0.4	 	-	 	      35.6	 	-	 	  27.0 	Saluki S	 1	B
PrSM	PrSM	LM	-	  4.0	 	 0.43	 	   1.0	?	-	 	-	 	-	 	-	PrSM	 1	R
NSPO Stage 2	NSPO                	NSPO	-	  3.9	 	 0.42	?	   1.0	?	-	 	-	 	-	 	  30.0 	NSPO Sustainer	 1	R
KSR	KSR                 	KARI	-	  4.0	 	 0.42	 	   1.2	 	-	 	      86.0	 	-	 	  20.0 	KSR	 1	R
KSR Booster	KSR                 	KARI	-	  3.6	 	 0.42	 	   0.8	 	-	 	     211.0	 	-	 	   5.9 	KSR Booster	 1	R
Nike	Nike                	ABL	-	  3.6	 	 0.42	 	   0.7	 	     256	 	     195.6	 	-	 	   3.4 	M5E1	 1	B
2.5-DS-59000	Nike                	ABL	-	  3.0	?	 0.42	 	   0.7	 	-	 	     265.0	 	-	 	   2.5 	2.5-DS-59000	 1	B
X-201	Nike                	ABL	-	  3.0	?	 0.42	 	   0.7	 	-	 	     209.0	 	-	 	   3.0 	3-DS-47000	 1	B
XM-17	XM-17               	THKX	-	  1.0	?	 0.42	?	   0.2	?	-	 	-	 	-	 	-	XM-17	 1	R
RX-420	RX-420              	LAPAN	-	  6.0	?	 0.42	 	   0.5	?	-	 	     100.0	?	-	 	-	RX-420	 1	L
K420	K420                	ISAS	-	  5.8	 	 0.42	 	   1.2	 	     200	?	     110.0	 	-	 	  17.0 	K420	 1	R
K420H	K420                	ISAS	-	  5.8	 	 0.42	 	   1.2	 	     200	?	     110.0	 	-	 	  17.0 	K420H	 1	R
K420(1/3)	K420                	ISAS	-	  2.0	?	 0.42	 	-	 	-	 	      45.0	 	-	 	-	K420(1/3)	 1	S
Lambda2-2	K420                	ISAS	-	  8.7	 	 0.42	 	   1.4	 	     300	?	     110.0	 	-	 	  17.0 	K420	 1	R
Lambda3-2	K420                	ISAS	-	 11.0	 	 0.42	 	   1.8	 	     300	?	     110.0	 	-	 	  17.0 	K420	 1	R
Lambda3-3	K420                	ISAS	-	  4.8	 	 0.42	 	   0.5	 	     100	?	     110.0	?	-	 	-	K420	 1	R
AAD	AAD                 	HAL	-	  6.0	?	 0.42	 	   1.0	?	-	 	-	 	-	 	-	-	 1	M
Zenit	Zenith              	CONTR	-	  5.6	 	 0.42	 	   0.6	 	     150	 	      45.0	 	-	 	  21.0 	Zenith	 1	R
Malemute	Malemute            	THKU	-	  3.3	 	 0.41	 	   0.6	 	     100	 	      55.1	 	-	 	  22.0 	TU-758	 1	R
Imp Malemute	Malemute            	THKU	-	  3.3	 	 0.41	 	   0.6	 	     100	 	      55.1	 	-	 	  22.0 	Imp Malemute	 1	R
Patriot	Malemute            	THKU	-	  3.3	 	 0.41	 	   0.6	 	     100	 	      55.1	 	-	 	  22.0 	TX-486-1	 1	R
Aeolus Booster	LongTom             	WRE	-	  1.8	 	 0.41	 	   0.3	 	-	 	      80.0	 	-	 	   2.7 	LAPSTAR	 7	B
HAT	LongTom             	WRE	-	  1.8	?	 0.41	?	   0.3	?	-	 	      90.4	 	-	 	   2.3 	Demon	 2	B
Gun Projectile 16	Gun16               	BRL	-	  1.0	?	 0.41	 	   0.1	 	-	 	-	 	-	 	-	-	 0	R
MR-1	Sparrow             	NMC	-	  1.6	 	 0.41	 	   0.2	 	     124	 	     102.0	 	-	 	   1.9 	1.8KS7800	 3	B
SPRAN-50	Daniel              	ONERA	-	  2.5	 	 0.40	 	   0.4	?	-	 	-	 	-	 	   5.6 	SPRAN-50	 1	B
KN-25	KN-25               	KP	-	  3.0	 	 0.40	?	   2.0	?	-	 	-	 	-	 	-	DPRK-MLRS	 1	0
Nike-46	Nike-46             	AJ	-	  1.0	?	 0.40	?	   1.0	 	-	 	     392.0	 	-	 	   2.0 	2-AS-22000	 4	B
Nike-47	Nike-46             	AJ	-	  1.0	?	 0.40	?	   1.1	 	-	 	     392.0	 	-	 	   2.0 	2.5-AS-18000	 4	B
Lacrosse	Lacrosse            	MARTO	-	  2.1	 	 0.40	 	   0.3	 	-	 	     168.0	 	-	 	   2.6 	TX-52	 1	B
Qaem-100 St 3	Qaem-S3	IRGC	-	  0.5	 	 0.40	?	  10.0	?	-	 	-	 	-	 	-	Qaem-100 S3	 1	O
Tien Kung 3	NSPO                	NCSIST	-	  5.0	 	 0.40	 	   0.5	?	-	 	-	 	-	 	-	Sky Bow III	 1	R
ISRO-CES	ISRO-CES	ISRO	-	  6.0	?	 0.40	?	-	 	-	 	-	 	-	 	-	ISRO-CES	 1	R
Weka	Duqm	NASCOM	-	  6.5	 	 0.40	?	   0.1	 	      80	 	-	 	-	 	-	Weka	 1	R
STIG-A	STIG                	ARMAD	-	  9.7	 	 0.39	 	   0.7	 	-	 	      22.5	?	-	 	  50.0 	STIG-A	 1	R
Neptune	Neptune             	ONERA	-	  3.2	 	 0.39	 	   0.5	?	     150	?	      20.0	?	-	 	  32.0 	Neptune	 1	R
Aerobee AJ10-24	Aerobee             	AJ	-	  5.8	 	 0.38	 	   0.5	 	     184	 	      17.8	 	-	 	  32.1 	AJ10-24	 1	R
Aerobee AJ10-25	Aerobee             	AJ	-	  5.8	 	 0.38	 	   0.5	 	     184	 	      17.8	 	-	 	  32.1 	AJ10-25	 1	R
Aerobee AJ10-27	Aerobee             	AJ	-	  5.8	 	 0.38	 	   0.5	 	     184	 	      17.8	 	-	 	  32.1 	AJ10-27	 1	R
Aerobee AJ10-34	Aerobee             	AJ	-	  5.8	 	 0.38	 	   0.5	 	     184	 	      17.8	 	-	 	  32.1 	AJ10-34	 1	R
Aerobee XASR-1	Aerobee             	AJ	-	  5.8	 	 0.38	 	   0.7	 	     184	 	      11.6	 	-	 	  32.1 	XASR-1	 1	R
Aerobee 150	Aerobee             	AJGC	Aerobee	  5.1	 	 0.38	 	   0.7	 	     133	 	      17.8	 	-	 	  51.4 	AJ11-6	 1	R
Aerobee 150A	Aerobee             	AJGC	Aerobee	  5.1	 	 0.38	 	   0.6	 	     133	 	      17.8	 	-	 	  51.4 	AJ11-6	 1	R
AJ60-92	Aerobee             	AJGC	Aerobee 200 St2	  5.5	 	 0.38	 	   0.7	 	     131	 	      22.6	 	-	 	  61.1 	AJ60-92	 1	R
Aerobee 100	Aerobee             	AJ	Aerobee Jr	  3.6	 	 0.38	 	   0.5	 	     119	 	      11.5	 	-	 	  40.0 	Aerobee Jr	 1	R
Lance	LanceMotor          	GCR	-	  4.6	 	 0.38	 	   0.8	 	     217	 	     174.0	 	-	 	   6.7 	Lance	 1	R
Skat	LanceMotor          	THKX?	-	  4.5	 	 0.38	 	   0.9	 	     377	 	     200.0	?	-	 	   6.0 	XM-45	 1	S
Lance XM-45	LanceMotor          	THKX	-	  4.9	 	 0.38	 	   0.8	 	-	 	     222.0	 	-	 	   5.0 	TX-77	 1	S
Genie-Alarr	Genie               	THKU	-	  3.1	 	 0.38	 	   0.3	?	-	 	-	 	-	 	-	MB-1	 1	B
Genie	Genie               	THKU	MB-1	  1.8	 	 0.38	 	   0.3	 	-	 	     156.0	 	-	 	   1.5 	MB-1	 1	B
Ute	Genie               	THKU	-	  1.3	 	 0.38	 	   0.2	 	      62	 	      85.0	 	-	 	   4.6 	TU-715	 1	B
Paiute	Genie               	THKU	-	  1.9	 	 0.38	 	   0.3	 	      81	 	     186.0	 	-	 	   3.7 	TU-716	 1	B
Astrobee F	AstrobeeF           	AJSP	-	  7.3	 	 0.38	 	   1.3	 	     250	 	      36.4	 	-	 	  51.1 	Astrobee F	 1	R
Cygnus 15	Cygnus              	LARC/THKE	-	  0.4	 	 0.38	 	   0.1	 	       5	 	      22.0	 	-	 	   4.8 	Cygnus 15	 1	S
Cetus	Cetus               	LARC/THKE	-	  0.5	 	 0.38	?	   0.1	 	      10	 	      40.0	 	-	 	  20.0 	NOTS 100A	 1	S
ST-735-SB	SB-310              	NISST?	-	  4.7	 	 0.38	 	   0.3	 	     356	 	       0.0	 	-	 	   0.0 	-	 1	B
Vikram-S	Vikram-S	SKYRT	-	  6.0	 	 0.38	 	   0.5	 	      50	 	      70.0	 	-	 	  23.0 	Kaman-80	 1	S
Nucleus	Nucleus             	NAMMO	-	  9.0	 	 0.36	 	   0.5	 	     100	 	-	 	-	 	-	FWUM	 1	R
Nazeat	Kavoshgar           	IR	Iran	  4.0	?	 0.36	 	   0.3	?	       0	 	       0.0	 	-	 	-	Kavoshgar	 1	R
Kavoshgar	Kavoshgar           	IRSA	Iran	  4.0	?	 0.36	 	   0.3	?	       0	 	       0.0	 	-	 	-	Kavoshgar	 1	R
Aerobee 75	Orion               	AJSP	-	  4.0	 	 0.35	 	   0.5	 	     142	 	      13.0	?	-	 	  32.0 	M22E8	 1	R
Hawk	Orion               	AJSP	-	  5.0	 	 0.35	 	   0.6	 	-	 	      13.0	?	-	 	  32.0 	M22E8	 1	R
Orion	Orion               	AJSP	-	  2.7	 	 0.35	 	   0.4	 	     111	 	      13.0	 	-	 	  32.0 	M22E8	 1	R
Improved Orion	Orion               	AJSP	Orion	  1.8	 	 0.35	 	   0.4	 	-	 	      13.0	 	-	 	  32.0 	M112	 1	R
Meteor-2	Meteor2             	PAI	-	  4.2	 	 0.35	 	   0.4	 	     126	 	      24.0	 	-	 	  18.0 	Meteor-2	 1	R
10KS2500	10KS2500            	THKE	-	  2.9	 	 0.35	?	   0.1	 	-	 	      11.0	 	-	 	  10.0 	10KS2500	 1	B
LS-A Booster	STA                 	MHITO?	-	  3.0	 	 0.35	 	   0.4	 	-	 	      60.0	 	-	 	  10.0 	LS-A Booster	 1	B
Starsailor	Amateur	CONCOR	-	 10.0	 	 0.35	 	   0.2	?	-	 	      40.0	 	-	 	-	Starsailor	 1	A
Qased-S3	Qased-S3            	IRGC	-	  0.5	?	 0.35	?	   0.3	?	-	 	-	 	-	 	-	Qased-S3	 1	S
Mk 104	Standard            	THKE?	-	  2.9	 	 0.35	 	   0.5	 	     128	 	-	 	-	 	-	Mk 104	 1	A
Mk 104 (ARC)	Standard            	ATLCA	-	  2.9	 	 0.35	 	   0.5	 	     128	 	-	 	-	 	-	Mk 104	 1	A
Lynx	Standard            	NAWC	-	  3.0	 	 0.35	?	   0.5	?	-	 	-	 	-	 	-	Mk 104	 1	R
Mk 56	Standard            	ATLR?	-	  4.5	 	 0.35	 	   0.6	 	-	 	-	 	-	 	-	Mk 56	 1	A
Mk 30	Standard            	HUMS	-	  3.5	?	 0.35	 	   0.4	 	-	 	-	 	-	 	-	Mk 30	 1	A
Iraqi Gun Projectile	IraqGun350          	SRCI	-	  1.5	 	 0.35	 	   0.1	 	      67	 	-	 	-	 	-	-	 0	R
